review,bank,themes
when writing amounts ape cannot insert decimal so that one cannot transact amounts involving cents financial ape to be released without this feature being checked,BOA,['Feature Requests']
boa mobile the best ape,BOA,[]
worst banking ape have ever used try to modify it,BOA,[]
the application is extremely slow,BOA,['Transaction Performance']
could transfer because of bug its annoying for bank ape not acceptable,BOA,['Transaction Performance']
this ape is good ape,BOA,[]
it good rate ape,BOA,[]
always there problem with this ape it says check your connection while connected,BOA,['Customer Support']
it bad,BOA,[]
berry good,BOA,[]
it not fast to use,BOA,['Transaction Performance']
little faster than before thanks,BOA,['Transaction Performance']
application,BOA,[]
the worst mobile banking ape like the previous one how long it would take for boa to develop good ape years or decades,BOA,[]
was good at first but now could reach my apollo account in the mobile banking ape,BOA,['Account Access']
don know why they roll out new updates without making sure it works why do they need to update to new staff perhaps pay for better network indene don know there always problem with this ape,BOA,"['Customer Support', 'Feature Requests']"
always crashes,BOA,[]
best version of boa apes,BOA,[]
its amazing and easy to use but from these two past days it crashes and tells me there is not enough connectivity while my internet was good enough and can open it anymore fix this problem asap,BOA,['Customer Support']
after the recent update the application keeps crashing when tried to open please fix,BOA,[]
the worse ape have ever seen,BOA,[]
the worst mobile banking ape ever have tried to transfer from my boa account to my be and it still has reached my be account yet when tried contacting customer support they just tell me it problem with the system have waited hours and still haven received my money bank of abyssinia the worst bank and system don recommend this ape or bank to anyone,BOA,"['Account Access', 'Transaction Performance', 'Customer Support']"
more interactive and easy to use mobile ape,BOA,[]
thank you for wasting my time abyssinia,BOA,[]
overrated service and recently switching service system not being able to withdraw funds,BOA,['Customer Support']
very interesting,BOA,[]
user friendly at it best with the best security option,BOA,"['Account Access', 'Feature Requests']"
it quiet good and smoothly accessible ape which allows users to transfer airtime top up at withdrawal and utilities payments,BOA,"['Account Access', 'Transaction Performance', 'User Interface']"
this ape is not efficient and can be used for people outside ethiopia am not able to enter back my top code into the ape screen as it gets frozen and nothing can be done also the login screen forces to enter local cell phone in ethiopia and pin number those of us who live abroad are left out the previous application with boa authenticate was working efficiently and was also able to login using my laptop recommend the application to use login user name email instead of ph,BOA,"['Account Access', 'User Interface']"
worst application ever used,BOA,[]
wow bank of abyssinia great job really like the updated version of mobile banking specially it allows me to transfer birr,BOA,['Transaction Performance']
it is easy to use and very fast ape,BOA,['Transaction Performance']
it is better than before and like it,BOA,[]
it good ape,BOA,[]
abyssinian mobile banking the latest one,BOA,[]
the receipt download option is very convenient,BOA,['Feature Requests']
used to access my apollo account through the ape before the update but now can access my apollo account through this ape and for me this is step taken backwards,BOA,['Account Access']
it is very bad ape not friendly usable needs extremely strong network can be updated easily,BOA,[]
