review,rating,date,bank,vader_score,vader_sentiment
tried it with different phones it only worked for about week and then it stopped working it needs some serious work,1,2024-04-25,BOA,-0.296,negative
the only defect is that it is too slow,3,2024-04-25,BOA,-0.34,negative
sorry to say it is very poor apes have decided to suspend the boa account,1,2024-04-25,BOA,-0.7178,negative
boa is the best ape but please clear instant or not instant option of send money be for asked,5,2024-04-24,BOA,0.7469,positive
installed the latest version of this ape on my android device but it is not working have already received the activation key from your branch via sums but could activate it it is failed ape bet you don have a testers,1,2024-04-24,BOA,-0.6652,negative
this is not functional at all it takes forever to make transaction please improve it,1,2024-04-24,BOA,0.6369,positive
nice ape,5,2024-04-24,BOA,0.4215,positive
can update the enable button not open,1,2024-04-24,BOA,0.0,neutral
the best,5,2024-04-24,BOA,0.6369,positive
the bank always love and work with them is priceless,5,2024-04-24,BOA,0.6369,positive
it the best,5,2024-04-24,BOA,0.6369,positive
boa ape was one of my favorite back in the days now don if there is an ape worsen that this very very bad you need to fix it or remove it,1,2024-04-24,BOA,-0.6566,negative
this ape is very wonderful,5,2024-04-24,BOA,0.6115,positive
it is not working at all,1,2024-04-24,BOA,0.0,neutral
to slow,1,2024-04-23,BOA,0.0,neutral
we never seen very worst mobile banking system like this lost birr because of your delay transaction system called and they told me stay for confirmation but after changed my mind and waiting for confirmation call to cancel the process they sent it with out my approval so please don use the mobile banking system please,1,2024-04-23,BOA,0.8787,positive
in ethiopia pest bank,5,2024-04-23,BOA,0.0,neutral
only problem is often it has connectivity issues,5,2024-04-23,BOA,-0.4019,negative
not bad but please make it lite plus,1,2024-04-23,BOA,-0.1326,negative
it says something is wrong with your internet banking user go to your nearest branch it has been working since april,1,2024-04-22,BOA,-0.4767,negative
like this bank by his activity and respect customers look like my house,5,2024-04-22,BOA,0.7964,positive
bank of abyssinia,5,2024-04-22,BOA,0.0,neutral
very fast also nice ape love it,5,2024-04-22,BOA,0.8055,positive
by far the nicest looking ape by an ethiopian bank but it functionality is weak it is full of transaction error function error kudos but it needs more backed work,2,2024-04-22,BOA,-0.5873,negative
not reliable always with some issues,1,2024-04-22,BOA,0.0,neutral
right one,1,2024-04-22,BOA,0.0,neutral
so boa your last application was horrible and buggy and we thought finally functional new ape with better i but it did last long non existent connection error at login please just fix your ape to the simplest functional form and it would be up to your other service standards,1,2024-04-21,BOA,-0.2263,negative
it has good background and simple but keeps saying no connectivity login close immediately you made it poorly not working on stable network,1,2024-04-21,BOA,-0.4909,negative
it was working fine couple of days ago in the utilities section of payment it only provides few services but that is ok for now but my issue is it has started crashing down these past days,2,2024-04-21,BOA,0.4939,positive
this ape is awesome like the features,5,2024-04-21,BOA,0.765,positive
the ape is total waste of time it glitches does log in fast super slow,1,2024-04-21,BOA,0.204,positive
very very bad ape,1,2024-04-21,BOA,-0.6214,negative
not work this ape what is the problem,1,2024-04-20,BOA,-0.4019,negative
the new updated ape exception handling for connection fluctuations is so exhausting which lead users to login repeated times,1,2024-04-20,BOA,-0.5009,negative
some problem this ape,1,2024-04-20,BOA,-0.4019,negative
it keeps on crashing,1,2024-04-20,BOA,0.0,neutral
poor performance,1,2024-04-20,BOA,-0.4767,negative
hey no working,5,2024-04-19,BOA,-0.296,negative
it good ape tax for new update it very easy to using this ape they add some future tax abyssinia bank,5,2024-04-18,BOA,0.7264,positive
lot of the ape features have been rearranged but sometimes it works sometimes it doesn't and that makes it less reliable specially at times of need plus improve it,2,2024-04-18,BOA,0.5927,positive
now am confused upgrade or downgrade,1,2024-04-17,BOA,-0.3182,negative
vary good ape,5,2024-04-15,BOA,0.4404,positive
can you please just make it functional don think anyone cares how good it looks if not single functionality works plus it not even aesthetically nice the loading animated icon has white irregular edges because the logo was cut out correctly the ape does work at all it does even login it gets stuck on login just showing the logo animation and blames the issue on connectivity connectivity is fine and the proof is that this review is posted,1,2024-04-15,BOA,0.2187,positive
the ape is not showing my balance or any transaction it is like corrupted showing us amounts,1,2024-04-13,BOA,0.3612,positive
its good,5,2024-04-13,BOA,0.4404,positive
it so slow ape please fix it,2,2024-04-13,BOA,0.3744,positive
it crash always,4,2024-04-13,BOA,-0.4019,negative
the most terrible model banking ape in the world it is not working ones in week,1,2024-04-13,BOA,-0.5256,negative
ultimately the worst mobile banking experience ever left me feeling exasperated and disillusioned its nightmare,1,2024-04-13,BOA,-0.8519,negative
the updated version of this ape is just time wasting it does work with network require log in frequently not fast as much as possible automatic log out are the bad features of this ape,1,2024-04-13,BOA,-0.7351,negative
abyssinia bank one of the best for giving the future,5,2024-04-12,BOA,0.765,positive
this the best mobile banking ape boa mobile banking included all digital banking features and we can access the most companies and sectors with this ape thanks for giving this services keep going,5,2024-04-12,BOA,0.8591,positive
this has to be your worst ape ever damn so many bugs and it lags so baddy please fix it,1,2024-04-12,BOA,-0.7732,negative
simplify your life by using the abyssinia ape like it because it is comfortable and safe,5,2024-04-11,BOA,0.8271,positive
general when considered from other banks this bank is unique,4,2024-04-11,BOA,0.0,neutral
boa the best,5,2024-04-09,BOA,0.6369,positive
wow its so attractive,5,2024-04-09,BOA,0.7902,positive
yet another useless ape,1,2024-04-09,BOA,-0.4215,negative
it good,4,2024-04-09,BOA,0.4404,positive
great apes,5,2024-04-07,BOA,0.6249,positive
it closes playing audio ape when it is opened what is the solution,5,2024-04-06,BOA,0.4767,positive
top should be inserted manually not working on my phone,2,2024-04-02,BOA,0.2023,positive
my device is not auto inserting the top so keyboard should be enabled on the apes top login to insert top manually,3,2024-04-02,BOA,0.5267,positive
what wrong with ape suddenly stopped to open,1,2024-03-25,BOA,-0.6124,negative
just use other banks if you want good mobile ape be is faster and safe than this ape,1,2024-03-23,BOA,0.7269,positive
worst ape ever previous version was way better than this version after activated my mobile banking ape it says account not found but their system my i customer does work fine please fix your bugs and test it before you release it have visit and report many branches and head quarter but they can fix the problem,1,2024-03-23,BOA,0.0,neutral
wow thanks boa,5,2024-03-22,BOA,0.7717,positive
the ape doesn't allow to transfer from foreign currency accounts to local currency accounts it says transaction not allowed please check it and also it is difficult to activate the ape from abroad countries since the top does reach by sums and it uses email it does allow manual top input and the email hardly received please review your ape and make an update,2,2024-03-22,BOA,0.1264,positive
have nothing against your service but your ape when will it ever work why do you keep changing the interface whenever there is an update the most unreadable annoying ape,1,2024-03-22,BOA,-0.6082,negative
when writing amounts ape cannot insert decimal so that one cannot transact amounts involving cents financial ape to be released without this feature being checked,3,2024-03-20,BOA,0.0,neutral
boa mobile the best ape,5,2024-03-20,BOA,0.6369,positive
worst banking ape have ever used try to modify it,2,2024-03-19,BOA,-0.6249,negative
the application is extremely slow,1,2024-03-16,BOA,0.0,neutral
could transfer because of bug its annoying for bank ape not acceptable,1,2024-03-15,BOA,-0.5664,negative
this ape is good ape,5,2024-03-14,BOA,0.4404,positive
it good rate ape,5,2024-03-12,BOA,0.4404,positive
always there problem with this ape it says check your connection while connected,1,2024-03-09,BOA,-0.4019,negative
it bad,1,2024-03-09,BOA,-0.5423,negative
berry good,5,2024-03-08,BOA,0.4404,positive
it not fast to use,3,2024-03-08,BOA,0.0,neutral
little faster than before thanks,5,2024-03-05,BOA,0.4404,positive
application,5,2024-03-05,BOA,0.0,neutral
the worst mobile banking ape like the previous one how long it would take for boa to develop good ape years or decades,1,2024-03-04,BOA,0.0772,positive
